record_id,operation,data_store,is_first_query,exec_time,num_records
1662383906774,query_type_1__8x,ts,FALSE,1201,
1662383908219,query_type_1__8x,ts,FALSE,1159,
1662383909639,query_type_1__8x,ts,FALSE,1159,
1662383911017,query_type_1__8x,ts,FALSE,1172,
1662383912399,query_type_1__8x,ts,FALSE,1157,
1662374709152,query_type_5__7x,cloudwatch_logs,TRUE,2423,
1662374711836,query_type_5__7x,cloudwatch_logs,FALSE,3198,
1662374715276,query_type_5__7x,cloudwatch_logs,FALSE,2215,
1662374717715,query_type_5__7x,cloudwatch_logs,FALSE,2253,
1662374720156,query_type_5__7x,cloudwatch_logs,FALSE,3271,
1662374723659,query_type_5__7x,cloudwatch_logs,FALSE,3238,
1662374727100,query_type_5__7x,cloudwatch_logs,FALSE,3210,
1662374730532,query_type_5__7x,cloudwatch_logs,FALSE,2181,
1662374732953,query_type_5__7x,cloudwatch_logs,FALSE,3220,
1662374736857,query_type_5__7x,cloudwatch_logs,FALSE,2181,
1662374739255,query_type_5__7x,elasticsearch,TRUE,463,
1662374739956,query_type_5__7x,elasticsearch,FALSE,195,
1662374740414,query_type_5__7x,elasticsearch,FALSE,201,
1662374740911,query_type_5__7x,elasticsearch,FALSE,222,
1662374741392,query_type_5__7x,elasticsearch,FALSE,213,
1662374741872,query_type_5__7x,elasticsearch,FALSE,222,
1662374742352,query_type_5__7x,elasticsearch,FALSE,202,
1662374742828,query_type_5__7x,elasticsearch,FALSE,202,
1662374743311,query_type_5__7x,elasticsearch,FALSE,202,
1662374743811,query_type_5__7x,elasticsearch,FALSE,239,
1662374744331,query_type_5__7x,rds,TRUE,1631,
1662374746110,query_type_5__7x,rds,FALSE,1116,
1662374747415,query_type_5__7x,rds,FALSE,1092,
1662374748754,query_type_5__7x,rds,FALSE,1121,
1662374750060,query_type_5__7x,rds,FALSE,1113,
1662374751390,query_type_5__7x,rds,FALSE,1155,
1662374752752,query_type_5__7x,rds,FALSE,1091,
1662374754053,query_type_5__7x,rds,FALSE,1102,
1662374755409,query_type_5__7x,rds,FALSE,1110,
1662374756715,query_type_5__7x,rds,FALSE,1240,
1662374758212,query_type_5__7x,ts,TRUE,1647,
1662374760132,query_type_5__7x,ts,FALSE,1137,
